,participant,concept,exemplar,rank_order,normed_rank_order
1347,gpt3.5_iter59,elicottero,elicottero da monitoraggio ambientale,16,0.375
1348,gpt3.5_iter59,elicottero,elicottero da trasporto merci,17,0.33333333333333337
1349,gpt3.5_iter59,elicottero,elicottero da trasporto sanitario,18,0.29166666666666663
1350,gpt3.5_iter59,elicottero,elicottero da addestramento al volo,19,0.25
1352,gpt3.5_iter59,elicottero,elicottero da trasporto pesante,21,0.16666666666666663
1353,gpt3.5_iter59,elicottero,elicottero da trasporto leggero,22,0.125
1354,gpt3.5_iter59,elicottero,elicottero da trasporto passeggeri,23,0.08333333333333337
1355,gpt3.5_iter59,elicottero,elicottero da trasporto merci pericolose,24,0.04166666666666663
1356,gpt3.5_iter60,evidenziatore,giallo,1,1.0
1357,gpt3.5_iter60,evidenziatore,verde,2,0.9772727272727273
1358,gpt3.5_iter60,evidenziatore,rosa,3,0.9545454545454546
1359,gpt3.5_iter60,evidenziatore,arancione,4,0.9318181818181819
1360,gpt3.5_iter60,evidenziatore,blu,5,0.9090909090909091
1361,gpt3.5_iter60,evidenziatore,viola,6,0.8863636363636364
1362,gpt3.5_iter60,evidenziatore,fluorescente,7,0.8636363636363636
1363,gpt3.5_iter60,evidenziatore,pastello,8,0.8409090909090909
1364,gpt3.5_iter60,evidenziatore,a doppia punta,9,0.8181818181818181
1365,gpt3.5_iter60,evidenziatore,liquido,10,0.7954545454545454
1366,gpt3.5_iter60,evidenziatore,in gel,11,0.7727272727272727
1367,gpt3.5_iter60,evidenziatore,a secco,12,0.75
1368,gpt3.5_iter60,evidenziatore,a base d'acqua,13,0.7272727272727273
1369,gpt3.5_iter60,evidenziatore,a base di olio,14,0.7045454545454546
1370,gpt3.5_iter60,evidenziatore,a base di alcool,15,0.6818181818181819
1371,gpt3.5_iter60,evidenziatore,con punta sottile,16,0.6590909090909092
1372,gpt3.5_iter60,evidenziatore,con punta larga,17,0.6363636363636364
1373,gpt3.5_iter60,evidenziatore,con punta a scalpello,18,0.6136363636363636
1374,gpt3.5_iter60,evidenziatore,con punta a pennello,19,0.5909090909090908
1375,gpt3.5_iter60,evidenziatore,con punta retrattile,20,0.5681818181818181
1376,gpt3.5_iter60,evidenziatore,con punta fluorescente,21,0.5454545454545454
1377,gpt3.5_iter60,evidenziatore,con punta trasparente,22,0.5227272727272727
1378,gpt3.5_iter60,evidenziatore,con punta colorata,23,0.5
1379,gpt3.5_iter60,evidenziatore,con punta regolabile,24,0.4772727272727273
1380,gpt3.5_iter60,evidenziatore,con punta smussata,25,0.4545454545454546
1381,gpt3.5_iter60,evidenziatore,con punta fine,26,0.43181818181818177
1382,gpt3.5_iter60,evidenziatore,con punta media,27,0.40909090909090906
1383,gpt3.5_iter60,evidenziatore,con punta spessa,28,0.38636363636363635
1384,gpt3.5_iter60,evidenziatore,con punta flessibile,29,0.36363636363636365
1385,gpt3.5_iter60,evidenziatore,con punta rigida,30,0.34090909090909094
1386,gpt3.5_iter60,evidenziatore,con punta reversibile,31,0.31818181818181823
1387,gpt3.5_iter60,evidenziatore,con punta sostituibile,32,0.2954545454545454
1388,gpt3.5_iter60,evidenziatore,con punta resistente,33,0.2727272727272727
1389,gpt3.5_iter60,evidenziatore,con punta lunga,34,0.25
1390,gpt3.5_iter60,evidenziatore,con punta corta,35,0.2272727272727273
1391,gpt3.5_iter60,evidenziatore,con punta ergonomica,36,0.20454545454545459
1392,gpt3.5_iter60,evidenziatore,con punta antiscivolo,37,0.18181818181818177
1393,gpt3.5_iter60,evidenziatore,con punta antiriflesso,38,0.15909090909090906
1394,gpt3.5_iter60,evidenziatore,con punta antitraccia,39,0.13636363636363635
1395,gpt3.5_iter60,evidenziatore,con punta antitransparente,40,0.11363636363636365
1396,gpt3.5_iter60,evidenziatore,con punta antiscoloritura,41,0.09090909090909094
1397,gpt3.5_iter60,evidenziatore,con punta antiasciugatura,42,0.06818181818181823
1398,gpt3.5_iter60,evidenziatore,con punta antiscolorazione,43,0.045454545454545414
1399,gpt3.5_iter60,evidenziatore,con punta,44,0.022727272727272707
1400,gpt3.5_iter61,felpa,con cappuccio,1,1.0
1401,gpt3.5_iter61,felpa,senza cappuccio,2,0.9772727272727273
1402,gpt3.5_iter61,felpa,con zip,3,0.9545454545454546
1403,gpt3.5_iter61,felpa,senza zip,4,0.9318181818181819
1404,gpt3.5_iter61,felpa,oversize,5,0.9090909090909091
1405,gpt3.5_iter61,felpa,slim fit,6,0.8863636363636364
1406,gpt3.5_iter61,felpa,con stampa,7,0.8636363636363636
1407,gpt3.5_iter61,felpa,monocromatica,8,0.8409090909090909
1408,gpt3.5_iter61,felpa,con tasche,9,0.8181818181818181
1409,gpt3.5_iter61,felpa,senza tasche,10,0.7954545454545454
1410,gpt3.5_iter61,felpa,con cerniera,11,0.7727272727272727
1411,gpt3.5_iter61,felpa,senza cerniera,12,0.75
1412,gpt3.5_iter61,felpa,corta,13,0.7272727272727273
1413,gpt3.5_iter61,felpa,lunga,14,0.7045454545454546
1414,gpt3.5_iter61,felpa,con collo alto,15,0.6818181818181819
1415,gpt3.5_iter61,felpa,con collo a v,16,0.6590909090909092
1416,gpt3.5_iter61,felpa,con maniche lunghe,17,0.6363636363636364
1417,gpt3.5_iter61,felpa,con maniche corte,18,0.6136363636363636
1418,gpt3.5_iter61,felpa,con polsini,19,0.5909090909090908
1419,gpt3.5_iter61,felpa,senza polsini,20,0.5681818181818181
1420,gpt3.5_iter61,felpa,con logo,21,0.5454545454545454
1421,gpt3.5_iter61,felpa,senza logo,22,0.5227272727272727
1422,gpt3.5_iter61,felpa,con cappuccio regolabile,23,0.5
1423,gpt3.5_iter61,felpa,con fodera in pile,24,0.4772727272727273
1424,gpt3.5_iter61,felpa,con tasca a marsupio,25,0.4545454545454546
1425,gpt3.5_iter61,felpa,con dettagli in pizzo,26,0.43181818181818177
1426,gpt3.5_iter61,felpa,con dettagli in pelle,27,0.40909090909090906
1427,gpt3.5_iter61,felpa,con dettagli in maglia,28,0.38636363636363635
1428,gpt3.5_iter61,felpa,con dettagli in pelliccia,29,0.36363636363636365
1429,gpt3.5_iter61,felpa,con dettagli in velluto,30,0.34090909090909094
1430,gpt3.5_iter61,felpa,con dettagli in denim,31,0.31818181818181823
1431,gpt3.5_iter61,felpa,con dettagli in tessuto a contrasto,32,0.2954545454545454
1432,gpt3.5_iter61,felpa,con dettagli ricamati,33,0.2727272727272727
1433,gpt3.5_iter61,felpa,con dettagli stampati,34,0.25
1434,gpt3.5_iter61,felpa,con dettagli a righe,35,0.2272727272727273
1435,gpt3.5_iter61,felpa,con dettagli a pois,36,0.20454545454545459
1436,gpt3.5_iter61,felpa,con dettagli floreali,37,0.18181818181818177
1437,gpt3.5_iter61,felpa,con dettagli geometrici,38,0.15909090909090906
1438,gpt3.5_iter61,felpa,con dettagli animalier,39,0.13636363636363635
1439,gpt3.5_iter61,felpa,con dettagli militari,40,0.11363636363636365
1440,gpt3.5_iter61,felpa,con dettagli sportivi,41,0.09090909090909094
1441,gpt3.5_iter61,felpa,con dettagli vintage,42,0.06818181818181823
1442,gpt3.5_iter61,felpa,con dettagli moderni,43,0.045454545454545414
1443,gpt3.5_iter61,felpa,con,44,0.022727272727272707
1444,gpt3.5_iter62,ficus,ficus benjamina,1,1.0
1445,gpt3.5_iter62,ficus,ficus elastica,2,0.9230769230769231
1446,gpt3.5_iter62,ficus,ficus lyrata,3,0.8461538461538461
1447,gpt3.5_iter62,ficus,ficus microcarpa,4,0.7692307692307692
1448,gpt3.5_iter62,ficus,ficus retusa,5,0.6923076923076923
1449,gpt3.5_iter62,ficus,ficus pumila,6,0.6153846153846154
1450,gpt3.5_iter62,ficus,ficus carica,7,0.5384615384615384
1451,gpt3.5_iter62,ficus,ficus religiosa,8,0.46153846153846156
1452,gpt3.5_iter62,ficus,ficus benghalensis,9,0.3846153846153846
1453,gpt3.5_iter62,ficus,ficus citrifolia,10,0.3076923076923077
1454,gpt3.5_iter62,ficus,ficus racemosa,11,0.23076923076923073
1455,gpt3.5_iter62,ficus,ficus macrophylla,12,0.15384615384615385
1457,gpt3.5_iter63,finestra,a battente,1,1.0
1458,gpt3.5_iter63,finestra,a vasistas,2,0.9615384615384616
1459,gpt3.5_iter63,finestra,a scorrimento,3,0.9230769230769231
1460,gpt3.5_iter63,finestra,a ghigliottina,4,0.8846153846153846
1461,gpt3.5_iter63,finestra,a libro,5,0.8461538461538461
1462,gpt3.5_iter63,finestra,a persiana,6,0.8076923076923077
1463,gpt3.5_iter63,finestra,a oblò,7,0.7692307692307692
1464,gpt3.5_iter63,finestra,a tetto,8,0.7307692307692308
1465,gpt3.5_iter63,finestra,a scomparsa,9,0.6923076923076923
1466,gpt3.5_iter63,finestra,a compasso,10,0.6538461538461539
1467,gpt3.5_iter63,finestra,a bilico,11,0.6153846153846154
1468,gpt3.5_iter63,finestra,a pacchetto,12,0.5769230769230769
1469,gpt3.5_iter63,finestra,a ribalta,13,0.5384615384615384
1470,gpt3.5_iter63,finestra,a fisarmonica,14,0.5
1471,gpt3.5_iter63,finestra,a cupola,15,0.46153846153846156
1472,gpt3.5_iter63,finestra,a nastro,16,0.42307692307692313
1473,gpt3.5_iter63,finestra,a chiusura ermetica,17,0.3846153846153846
1474,gpt3.5_iter63,finestra,a doppio vetro,18,0.34615384615384615
1475,gpt3.5_iter63,finestra,a tripla vetro,19,0.3076923076923077
1476,gpt3.5_iter63,finestra,a taglio termico,20,0.2692307692307693
1477,gpt3.5_iter63,finestra,a isolamento acustico,21,0.23076923076923073
1478,gpt3.5_iter63,finestra,a isolamento termico,22,0.1923076923076923
1479,gpt3.5_iter63,finestra,a controllo solare,23,0.15384615384615385
1480,gpt3.5_iter63,finestra,a controllo luminoso,24,0.11538461538461542
1481,gpt3.5_iter63,finestra,a controllo elettrico,25,0.07692307692307687
1482,gpt3.5_iter63,finestra,a controllo remoto,26,0.038461538461538436
1483,gpt3.5_iter64,fioriera,sospesa,1,1.0
1484,gpt3.5_iter64,fioriera,da balcone,2,0.9
1485,gpt3.5_iter64,fioriera,da parete,3,0.8
1486,gpt3.5_iter64,fioriera,da interno,4,0.7
1487,gpt3.5_iter64,fioriera,da esterno,5,0.6
1488,gpt3.5_iter64,fioriera,a terra,6,0.5
1489,gpt3.5_iter64,fioriera,a vaso,7,0.4
1490,gpt3.5_iter64,fioriera,a cassetta,8,0.30000000000000004
1491,gpt3.5_iter64,fioriera,a griglia,9,0.19999999999999996
1492,gpt3.5_iter64,fioriera,a cascata,10,0.09999999999999998
1493,gpt3.5_iter65,foglio,carta,1,1.0
1494,gpt3.5_iter65,foglio,quaderno,2,0.9375
1495,gpt3.5_iter65,foglio,taccuino,3,0.875
1496,gpt3.5_iter65,foglio,blocco,4,0.8125
1497,gpt3.5_iter65,foglio,foglietto,5,0.75
1498,gpt3.5_iter65,foglio,foglio di calcolo,6,0.6875
1499,gpt3.5_iter65,foglio,foglio di carta,7,0.625
1500,gpt3.5_iter65,foglio,foglio di plastica,8,0.5625
1501,gpt3.5_iter65,foglio,foglio di alluminio,9,0.5
1502,gpt3.5_iter65,foglio,foglio di giornale,10,0.4375
1503,gpt3.5_iter65,foglio,foglio di musica,11,0.375
1504,gpt3.5_iter65,foglio,foglio di lavoro,12,0.3125
1505,gpt3.5_iter65,foglio,foglio di appunti,13,0.25
1506,gpt3.5_iter65,foglio,foglio di ricette,14,0.1875
1507,gpt3.5_iter65,foglio,foglio di disegno,15,0.125
1508,gpt3.5_iter65,foglio,foglio di carta igienica,16,0.0625
1509,gpt3.5_iter66,forbice,forbice da cucina,1,1.0
1510,gpt3.5_iter66,forbice,forbice da sarto,2,0.8333333333333334
1511,gpt3.5_iter66,forbice,forbice da giardino,3,0.6666666666666667
1512,gpt3.5_iter66,forbice,forbice per unghie,4,0.5
1513,gpt3.5_iter66,forbice,forbice per capelli,5,0.33333333333333337
1514,gpt3.5_iter66,forbice,forbice per bonsai,6,0.16666666666666663
1515,gpt3.5_iter67,forchetta,forchetta da tavola,1,1.0
1516,gpt3.5_iter67,forchetta,forchetta da dolce,2,0.967741935483871
1517,gpt3.5_iter67,forchetta,forchetta da pesce,3,0.935483870967742
1518,gpt3.5_iter67,forchetta,forchetta da insalata,4,0.9032258064516129
1519,gpt3.5_iter67,forchetta,forchetta da frutta,5,0.8709677419354839
1520,gpt3.5_iter67,forchetta,forchetta da cocktail,6,0.8387096774193549
1521,gpt3.5_iter67,forchetta,forchetta da dessert,7,0.8064516129032258
1522,gpt3.5_iter67,forchetta,forchetta da formaggio,8,0.7741935483870968
1523,gpt3.5_iter67,forchetta,forchetta da antipasto,9,0.7419354838709677
1524,gpt3.5_iter67,forchetta,forchetta da tramezzino,10,0.7096774193548387
1525,gpt3.5_iter67,forchetta,forchetta da buffet,11,0.6774193548387097
1526,gpt3.5_iter67,forchetta,forchetta da aperitivo,12,0.6451612903225806
1527,gpt3.5_iter67,forchetta,forchetta da degustazione,13,0.6129032258064516
1528,gpt3.5_iter67,forchetta,forchetta da sushi,14,0.5806451612903225
1529,gpt3.5_iter67,forchetta,forchetta da fonduta,15,0.5483870967741935
1530,gpt3.5_iter67,forchetta,forchetta da barbecue,16,0.5161290322580645
1531,gpt3.5_iter67,forchetta,forchetta da gelato,17,0.4838709677419355
1532,gpt3.5_iter67,forchetta,forchetta da spiedino,18,0.4516129032258065
1533,gpt3.5_iter67,forchetta,forchetta da trinciare,19,0.4193548387096774
1534,gpt3.5_iter67,forchetta,forchetta da arrosto,20,0.3870967741935484
1535,gpt3.5_iter67,forchetta,forchetta da pesce in scatola,21,0.3548387096774194
1536,gpt3.5_iter67,forchetta,forchetta da insalata di riso,22,0.32258064516129037
1537,gpt3.5_iter67,forchetta,forchetta da insalata di pasta,23,0.29032258064516125
1538,gpt3.5_iter67,forchetta,forchetta da insalata di pollo,24,0.25806451612903225
1539,gpt3.5_iter67,forchetta,forchetta da insalata di tonno,25,0.22580645161290325
1540,gpt3.5_iter67,forchetta,forchetta da insalata di mare,26,0.19354838709677424
1541,gpt3.5_iter67,forchetta,forchetta da insalata di verdure,27,0.16129032258064513
1542,gpt3.5_iter67,forchetta,forchetta da insalata di frutta,28,0.12903225806451613
1543,gpt3.5_iter67,forchetta,forchetta da insalata di patate,29,0.09677419354838712
1544,gpt3.5_iter67,forchetta,forchetta da insalata di gamberetti,30,0.06451612903225812
1545,gpt3.5_iter67,forchetta,forch,31,0.032258064516129004
1546,gpt3.5_iter68,formaggio,parmigiano,1,1.0
1547,gpt3.5_iter68,formaggio,mozzarella,2,0.9821428571428571
1548,gpt3.5_iter68,formaggio,cheddar,3,0.9642857142857143
1549,gpt3.5_iter68,formaggio,gorgonzola,4,0.9464285714285714
1550,gpt3.5_iter68,formaggio,pecorino,5,0.9285714285714286
1551,gpt3.5_iter68,formaggio,provolone,6,0.9107142857142857
1552,gpt3.5_iter68,formaggio,taleggio,7,0.8928571428571429
1553,gpt3.5_iter68,formaggio,fontina,8,0.875
1554,gpt3.5_iter68,formaggio,gruyère,9,0.8571428571428572
1555,gpt3.5_iter68,formaggio,roquefort,10,0.8392857142857143
1556,gpt3.5_iter68,formaggio,brie,11,0.8214285714285714
1557,gpt3.5_iter68,formaggio,camembert,12,0.8035714285714286
1558,gpt3.5_iter68,formaggio,feta,13,0.7857142857142857
1559,gpt3.5_iter68,formaggio,ricotta,14,0.7678571428571428
1560,gpt3.5_iter68,formaggio,asiago,15,0.75
1561,gpt3.5_iter68,formaggio,emmental,16,0.7321428571428572
1562,gpt3.5_iter68,formaggio,blue cheese,17,0.7142857142857143
1563,gpt3.5_iter68,formaggio,gouda,18,0.6964285714285714
1564,gpt3.5_iter68,formaggio,edam,19,0.6785714285714286
1565,gpt3.5_iter68,formaggio,manchego,20,0.6607142857142857
1566,gpt3.5_iter68,formaggio,stilton,21,0.6428571428571428
1567,gpt3.5_iter68,formaggio,pecorino romano,22,0.625
1568,gpt3.5_iter68,formaggio,provola,23,0.6071428571428572
1569,gpt3.5_iter68,formaggio,scamorza,24,0.5892857142857143
1570,gpt3.5_iter68,formaggio,toma,25,0.5714285714285714
1571,gpt3.5_iter68,formaggio,burrata,26,0.5535714285714286
1572,gpt3.5_iter68,formaggio,stracchino,27,0.5357142857142857
1573,gpt3.5_iter68,formaggio,crescenza,28,0.5178571428571428
1574,gpt3.5_iter68,formaggio,caciocavallo,29,0.5
1576,gpt3.5_iter68,formaggio,fontal,31,0.4642857142857143
1578,gpt3.5_iter68,formaggio,caciotta,33,0.4285714285714286
1579,gpt3.5_iter68,formaggio,caprino,34,0.4107142857142857
1580,gpt3.5_iter68,formaggio,mascarpone,35,0.3928571428571429
1581,gpt3.5_iter68,formaggio,robiola,36,0.375
1582,gpt3.5_iter68,formaggio,tomino,37,0.3571428571428571
1584,gpt3.5_iter68,formaggio,montasio,39,0.3214285714285714
1585,gpt3.5_iter68,formaggio,quartirolo,40,0.3035714285714286
1586,gpt3.5_iter68,formaggio,casu marzu,41,0.2857142857142857
1587,gpt3.5_iter68,formaggio,casu axedu,42,0.2678571428571429
1588,gpt3.5_iter68,formaggio,casu frazigu,43,0.25
1589,gpt3.5_iter68,formaggio,casu modde,44,0.2321428571428571
1590,gpt3.5_iter68,formaggio,casu du quagliu,45,0.2142857142857143
1591,gpt3.5_iter68,formaggio,casu du pippia,46,0.1964285714285714
1592,gpt3.5_iter68,formaggio,casu du muntone,47,0.1785714285714286
1593,gpt3.5_iter68,formaggio,casu du pischinu,48,0.1607142857142857
1594,gpt3.5_iter68,formaggio,casu du pizzinnu,49,0.1428571428571429
1601,gpt3.5_iter68,formaggio,casu du,56,0.017857142857142905
1602,gpt3.5_iter69,fotografia,macchina fotografica,1,1.0
1603,gpt3.5_iter69,fotografia,fotocamera digitale,2,0.9696969696969697
1604,gpt3.5_iter69,fotografia,polaroid,3,0.9393939393939394
1605,gpt3.5_iter69,fotografia,reflex,4,0.9090909090909091
1606,gpt3.5_iter69,fotografia,mirrorless,5,0.8787878787878788
1607,gpt3.5_iter69,fotografia,fotocamera istantanea,6,0.8484848484848485
1608,gpt3.5_iter69,fotografia,fotocamera compatta,7,0.8181818181818181
1609,gpt3.5_iter69,fotografia,fotocamera a telemetro,8,0.7878787878787878
1610,gpt3.5_iter69,fotografia,fotocamera subacquea,9,0.7575757575757576
1611,gpt3.5_iter69,fotografia,fotocamera di sorveglianza,10,0.7272727272727273
1612,gpt3.5_iter69,fotografia,fotocamera di sicurezza,11,0.696969696969697
1613,gpt3.5_iter69,fotografia,fotocamera termica,12,0.6666666666666667
1614,gpt3.5_iter69,fotografia,fotocamera a infrarossi,13,0.6363636363636364
1615,gpt3.5_iter69,fotografia,fotocamera a raggi x,14,0.6060606060606061
1616,gpt3.5_iter69,fotografia,fotocamera a scatto,15,0.5757575757575757
1617,gpt3.5_iter69,fotografia,fotocamera aereo,16,0.5454545454545454
1618,gpt3.5_iter69,fotografia,fotocamera spia,17,0.5151515151515151
1619,gpt3.5_iter69,fotografia,fotocamera panoramica,18,0.48484848484848486
1620,gpt3.5_iter69,fotografia,fotocamera 360 gradi,19,0.4545454545454546
1621,gpt3.5_iter69,fotografia,fotocamera per smartphone,20,0.4242424242424242
1622,gpt3.5_iter69,fotografia,fotocamera per tablet,21,0.3939393939393939
1623,gpt3.5_iter69,fotografia,fotocamera per drone,22,0.36363636363636365
1624,gpt3.5_iter69,fotografia,fotocamera per videocamera,23,0.33333333333333337
1625,gpt3.5_iter69,fotografia,fotocamera per webcam,24,0.303030303030303
1626,gpt3.5_iter69,fotografia,fotocamera per microscopio,25,0.2727272727272727
1627,gpt3.5_iter69,fotografia,fotocamera per telescopio,26,0.24242424242424243
1628,gpt3.5_iter69,fotografia,fotocamera per endoscopio,27,0.21212121212121215
1629,gpt3.5_iter69,fotografia,fotocamera per microscopio elettronico,28,0.18181818181818177
1630,gpt3.5_iter69,fotografia,fotocamera per microscopio a scansione,29,0.1515151515151515
1631,gpt3.5_iter69,fotografia,fotocamera per microscopio a forza atomica,30,0.12121212121212122
1632,gpt3.5_iter69,fotografia,fotocamera per microscopio a effetto tunnel,31,0.09090909090909094
1633,gpt3.5_iter69,fotografia,fotocamera per microscopio confocale,32,0.06060606060606055
1634,gpt3.5_iter69,fotografia,fotocamera per microscopio a fluoresc,33,0.030303030303030276
1635,gpt3.5_iter70,frutta,mela,1,1.0
1636,gpt3.5_iter70,frutta,banana,2,0.9615384615384616
1637,gpt3.5_iter70,frutta,arancia,3,0.9230769230769231
1638,gpt3.5_iter70,frutta,pera,4,0.8846153846153846
1639,gpt3.5_iter70,frutta,fragola,5,0.8461538461538461
1640,gpt3.5_iter70,frutta,kiwi,6,0.8076923076923077
1641,gpt3.5_iter70,frutta,ananas,7,0.7692307692307692
1642,gpt3.5_iter70,frutta,melone,8,0.7307692307692308
1643,gpt3.5_iter70,frutta,uva,9,0.6923076923076923
1644,gpt3.5_iter70,frutta,pesca,10,0.6538461538461539
1645,gpt3.5_iter70,frutta,ciliegia,11,0.6153846153846154
1646,gpt3.5_iter70,frutta,limone,12,0.5769230769230769
1647,gpt3.5_iter70,frutta,mandarino,13,0.5384615384615384
1648,gpt3.5_iter70,frutta,pompelmo,14,0.5
1649,gpt3.5_iter70,frutta,mango,15,0.46153846153846156
1650,gpt3.5_iter70,frutta,papaya,16,0.42307692307692313
1651,gpt3.5_iter70,frutta,mirtillo,17,0.3846153846153846
1652,gpt3.5_iter70,frutta,lampone,18,0.34615384615384615
1653,gpt3.5_iter70,frutta,ribes,19,0.3076923076923077
1654,gpt3.5_iter70,frutta,susina,20,0.2692307692307693
1655,gpt3.5_iter70,frutta,albicocca,21,0.23076923076923073
1656,gpt3.5_iter70,frutta,fichi,22,0.1923076923076923
1657,gpt3.5_iter70,frutta,prugna,23,0.15384615384615385
1658,gpt3.5_iter70,frutta,cachi,24,0.11538461538461542
1659,gpt3.5_iter70,frutta,agrumi,25,0.07692307692307687
1660,gpt3.5_iter70,frutta,frutti di bosco,26,0.038461538461538436
1661,gpt3.5_iter71,furgone,furgone da trasporto,1,1.0
1662,gpt3.5_iter71,furgone,furgone frigorifero,2,0.9
1663,gpt3.5_iter71,furgone,furgone per traslochi,3,0.8
1664,gpt3.5_iter71,furgone,furgone promiscuo,4,0.7
1665,gpt3.5_iter71,furgone,furgone per consegne,5,0.6
1666,gpt3.5_iter71,furgone,furgone da lavoro,6,0.5
1667,gpt3.5_iter71,furgone,furgone per il catering,7,0.4
1668,gpt3.5_iter71,furgone,furgone per il trasporto di animali,8,0.30000000000000004
1669,gpt3.5_iter71,furgone,furgone per il trasporto di persone,9,0.19999999999999996
1670,gpt3.5_iter71,furgone,furgone per il trasporto di merci pericolose,10,0.09999999999999998
1671,gpt3.5_iter72,gallo,gallina,1,1.0
1672,gpt3.5_iter72,gallo,pollo,2,0.9090909090909091
1673,gpt3.5_iter72,gallo,gallo cedrone,3,0.8181818181818181
1674,gpt3.5_iter72,gallo,gallo forcello,4,0.7272727272727273
1675,gpt3.5_iter72,gallo,gallo d'india,5,0.6363636363636364
1676,gpt3.5_iter72,gallo,gallo cappone,6,0.5454545454545454
1677,gpt3.5_iter72,gallo,gallo nero,7,0.4545454545454546
1678,gpt3.5_iter72,gallo,gallo d'oro,8,0.36363636363636365
1679,gpt3.5_iter72,gallo,gallo ornamentale,9,0.2727272727272727
