category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
plants,ulivo,pendolino,ulivo spinoso,ulivo di calabria,albero,ficus carica,olive,oliva,oliva verde,albero,olivo nero,raccolto
foods,uovo,uovo di gallina,uovo di gallina,uovo di quaglia,uovo di gallina,uovo di gallina,uovo di gallina,uovo di gallina,uovo di pollo,uovo di pollo,uovo di gallina,uovo di gallina
foods,uovo,uovo sodo,uovo di anatra,uovo di gallina,uovo di pavone,uovo di rana,uovo di struzzo,uovo di struzzo,uovo di uccello,uovo di uccello,uovo di oca,uovo di pollo
foods,uovo,uovo di struzzo,uovo di oca,uovo di tacchino,uovo di tartaruga,uovo di tartaruga,uovo di oca,uovo di tartaruga,uovo di rettile,uovo di pesce,uovo uovo,uovo uccello
foods,uovo,uovo di quaglia,uovo di quaglia,uovo di anatra,uovo di tacchino,uovo di rettile,uovo di quaglia,uovo di pesce,uovo di gallina,uovo di ostrica,uovo di emu,uovo di oca
foods,uovo,uovo alla coque,uovo di struzzo,uovo di tartaruga,uovo di quaglia,uovo di coccodrillo,uovo di emu,uovo di coccodrillo,uovo di pesce,uovo di pasqua,uovo di pavone,uovo di pavone
furnishings/fittings,vaso,vaso di ceramica,vaso di fiori,vaso da fiori,vaso da notte,vaso da fiori,vaso da birra,vaso da fiori,tazza,vase,bicchiere,vase
furnishings/fittings,vaso,vaso di terracotta,vaso di rame,vaso da notte,vaso da fiori,vaso di terracotta,vaso da fiori,vaso di terracotta,coppa,vaso di vetro,tazza,jar
furnishings/fittings,vaso,vaso da notte,vaso di cristallo,vaso da liquidi,bicchiere,vaso decorativo,vaso da cibo,vaso cinese,vase,vaso di ceramica,jar,pot
furnishings/fittings,vaso,vaso di plastica,vaso di ceramica,bicchiere,vaso da acqua,vaso per fiori,vaso da vino,vaso di vetro,ciotola,vaso di porcellana,coppa,bowl
furnishings/fittings,vaso,vaso per fiori,vaso di porcellana,vaso da vino,vaso da vino,vaso di vetro,tazza,vaso di cristallo,piatto,vaso di cristallo,boccalino,glass
foods,verdura,zucchina,spinaci,spinaci,carote,lattuga,carota,broccoli,broccoli,broccoli,carota,cipolla
foods,verdura,carota,asparago,melanzane,patate,piselli,carote,cavolo,cipolle,zucchero,cipolla,broccoli
foods,verdura,spinaci,sedano,asparagi,melanzane,cavolfiore,pomodoro,cavolfiore,cetriolo,cipolla,broccoli,melanzana
foods,verdura,peperone,broccoli,carote,pomodoro,peperone,spinaci,sedano,zucchero,pomodoro,arancia,cavolo
foods,verdura,melanzana,rucola,fagioli,lattuga,bietola,radicchio,carota,spinaci,patata,bieta,cavolfiori
hobbies,videogioco,videogioco di sport,avventura,fortnite,action,azione,adventure game,sparatutto,console,joystick,action,console
hobbies,videogioco,videogioco di azione,sparatutto,fifa,arcade,platformer,action game,survival,playstation,giocatore,adventure,nintendo switch
hobbies,videogioco,videogioco di simulazione,picchiaduro,league of legends,console,horror,platformer,avventura,console di gioco,gamepad,puzzle game,playstation
hobbies,videogioco,videogioco sparatutto,azione,god of war,pc,rpg,first-person shooter,platform,monitor,console,casual,pc
hobbies,videogioco,videogioco di ruolo,avventura grafica,gran turismo,simulazione,puzzle,platform game,strategia,joystick,controller,strategy,computer
furnishings/fittings,vite,vite a testa tonda,vite a testa svasata,vite da parete,vite da tavola,vite a testa esagonale,vite di trasmissione,vite a testa esagonale,vite di legno,vite di plastica,uva,vite a spirale
furnishings/fittings,vite,vite a stella,vite a testa piatta,vite a passo lungo,vite da vino,vite a testa svasata,vite a chiocciola,vite per legno,vite di vetro,vite di carta,uva bianca,vite a cuscino
furnishings/fittings,vite,vite a testa cilindrica,vite a testa cilindrica,viti a testa quadrata,chianti,vite a testa bombata,vite di telaio,vite per metallo,vite di gomma,vite di fissaggio,uva rossa,vite a cappuccio
furnishings/fittings,vite,vite a testa a croce,vite a testa esagonale,vite a testa quadrata,vite di plastica,vite a brugola,vite di legno,vite autofilettante,vite di plastica,vite semplice,moscato,
furnishings/fittings,vite,vite a testa piatta,vite a testa a croce,vite a passo corto,vite di legno,vite autofilettanti,vite elicoidali,vite comune,vite di metallo,vite di legno,uva verde,
